conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,intensity_level,cumulative_intensity,type_of_conflict,start_date,start_prec,start_date2,start_prec2,ep_end,ep_end_date,ep_end_prec,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,region,version
347,India,Government of India,141,,PLA,314,,1,Manipur,1984,1,0,3,26/04/1979,1,31/07/1982,3,0,,,750,,,,750,3,25.1
347,India,Government of India,141,,PLA,314,,1,Manipur,1985,1,0,3,26/04/1979,1,31/07/1982,3,0,,,750,,,,750,3,25.1
347,India,Government of India,141,,PLA,314,,1,Manipur,1986,1,0,3,26/04/1979,1,31/07/1982,3,0,,,750,,,,750,3,25.1
347,India,Government of India,141,,PLA,314,,1,Manipur,1987,1,0,3,26/04/1979,1,31/07/1982,3,0,,,750,,,,750,3,25.1
347,India,Government of India,141,,PLA,314,,1,Manipur,1988,1,0,3,26/04/1979,1,31/07/1982,3,1,31/12/1988,,750,,,,750,3,25.1
347,India,Government of India,141,,UNLF,315,,1,Manipur,1993,1,0,3,26/04/1979,1,31/12/1993,5,0,,,750,,,,750,3,25.1
347,India,Government of India,141,,UNLF,315,,1,Manipur,1994,1,0,3,26/04/1979,1,31/12/1993,5,0,,,750,,,,750,3,25.1
347,India,Government of India,141,,PLA,314,,1,Manipur,1995,1,0,3,26/04/1979,1,31/12/1993,5,0,,,750,,,,750,3,25.1
347,India,Government of India,141,,PLA,314,,1,Manipur,1996,1,0,3,26/04/1979,1,31/12/1993,5,1,19/12/1996,,750,,,,750,3,25.1
347,India,Government of India,141,,PLA,314,,1,Manipur,1998,1,0,3,26/04/1979,1,31/12/1998,5,0,,,750,,,,750,3,25.1
347,India,Government of India,141,,UNLF,315,,1,Manipur,1999,1,0,3,26/04/1979,1,31/12/1998,5,0,,,750,,,,750,3,25.1
347,India,Government of India,141,,"PLA, UNLF","314, 315",,1,Manipur,2000,1,0,3,26/04/1979,1,31/12/1998,5,1,20/12/2000,,750,,,,750,3,25.1
347,India,Government of India,141,,UNLF,315,,1,Manipur,2003,1,0,3,26/04/1979,1,21/07/2003,1,0,,,750,,,,750,3,25.1
347,India,Government of India,141,,"PLA, UNLF","314, 315",,1,Manipur,2004,1,0,3,26/04/1979,1,21/07/2003,1,0,,,750,,,,750,3,25.1
347,India,Government of India,141,,UNLF,315,,1,Manipur,2005,1,0,3,26/04/1979,1,21/07/2003,1,0,,,750,,,,750,3,25.1
347,India,Government of India,141,,"PLA, UNLF","314, 315",,1,Manipur,2006,1,0,3,26/04/1979,1,21/07/2003,1,0,,,750,,,,750,3,25.1
347,India,Government of India,141,,UNLF,315,,1,Manipur,2007,1,0,3,26/04/1979,1,21/07/2003,1,0,,,750,,,,750,3,25.1
347,India,Government of India,141,,"KCP, PREPAK","317, 318",,1,Manipur,2008,1,1,3,26/04/1979,1,21/07/2003,1,0,,,750,,,,750,3,25.1
347,India,Government of India,141,,"KCP, PREPAK, UNLF","315, 317, 318",,1,Manipur,2009,1,1,3,26/04/1979,1,21/07/2003,1,1,28/12/2009,,750,,,,750,3,25.1
348,Kenya,Government of Kenya,91,,Military faction (forces of Hezekiah Ochuka),514,,2,,1982,1,0,3,01/08/1982,1,01/08/1982,1,1,21/08/1982,,501,,,,501,4,25.1
349,"Chad, Nigeria",Government of Chad,87,,Government of Nigeria,84,,1,Lake Chad,1983,1,0,2,18/04/1983,1,24/04/1983,1,1,01/11/1983,,483,,475,,"475, 483",4,25.1
350,"Grenada, United States of America",Government of Grenada,9,,Government of United States of America,3,,2,,1983,1,0,2,25/10/1983,1,25/10/1983,1,1,27/10/1983,,55,,2,,"2, 55",5,25.1
351,India,Government of India,141,,Sikh insurgents,319,,1,Punjab/Khalistan,1983,1,0,3,20/09/1981,1,31/12/1983,5,0,,,750,,,,750,3,25.1
351,India,Government of India,141,,Sikh insurgents,319,,1,Punjab/Khalistan,1984,1,0,3,20/09/1981,1,31/12/1983,5,0,,,750,,,,750,3,25.1
351,India,Government of India,141,,Sikh insurgents,319,,1,Punjab/Khalistan,1985,1,0,3,20/09/1981,1,31/12/1983,5,0,,,750,,,,750,3,25.1
351,India,Government of India,141,,Sikh insurgents,319,,1,Punjab/Khalistan,1986,1,0,3,20/09/1981,1,31/12/1983,5,0,,,750,,,,750,3,25.1
351,India,Government of India,141,,Sikh insurgents,319,,1,Punjab/Khalistan,1987,1,1,3,20/09/1981,1,31/12/1983,5,0,,,750,,,,750,3,25.1
351,India,Government of India,141,,Sikh insurgents,319,,1,Punjab/Khalistan,1988,2,1,3,20/09/1981,1,31/12/1983,5,0,,,750,,,,750,3,25.1
351,India,Government of India,141,,Sikh insurgents,319,,1,Punjab/Khalistan,1989,1,1,3,20/09/1981,1,31/12/1983,5,0,,,750,,,,750,3,25.1
351,India,Government of India,141,,Sikh insurgents,319,,1,Punjab/Khalistan,1990,2,1,3,20/09/1981,1,31/12/1983,5,0,,,750,,,,750,3,25.1
351,India,Government of India,141,,Sikh insurgents,319,,1,Punjab/Khalistan,1991,2,1,3,20/09/1981,1,31/12/1983,5,0,,,750,,,,750,3,25.1
351,India,Government of India,141,,Sikh insurgents,319,,1,Punjab/Khalistan,1992,2,1,3,20/09/1981,1,31/12/1983,5,0,,,750,,,,750,3,25.1
351,India,Government of India,141,,Sikh insurgents,319,,1,Punjab/Khalistan,1993,1,1,3,20/09/1981,1,31/12/1983,5,1,24/12/1993,,750,,,,750,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,"LTTE, TELO","320, 321",,1,Eelam,1984,1,0,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,"EPRLF, LTTE, TELO","320, 321, 322",,1,Eelam,1985,1,0,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,1986,1,1,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,1987,2,1,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,1988,1,1,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,"EPRLF, LTTE","320, 322",,1,Eelam,1989,1,1,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,1990,2,1,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,1991,2,1,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,1992,2,1,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,1993,2,1,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,1994,1,1,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,1995,2,1,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,1996,2,1,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,1997,2,1,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,1998,2,1,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,1999,2,1,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,2000,2,1,3,27/07/1975,1,01/09/1984,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,2001,2,1,3,27/07/1975,1,01/09/1984,1,1,12/12/2001,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,2003,1,1,3,27/07/1975,1,14/06/2003,1,1,09/08/2003,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,2005,1,1,3,27/07/1975,1,02/12/2005,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,2006,2,1,3,27/07/1975,1,02/12/2005,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,2007,2,1,3,27/07/1975,1,02/12/2005,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,2008,2,1,3,27/07/1975,1,02/12/2005,1,0,,,780,,,,780,3,25.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,2009,2,1,3,27/07/1975,1,02/12/2005,1,1,04/07/2009,,780,,,,780,3,25.1
353,Cameroon,Government of Cameroon,83,Government of France,UPC,564,,2,,1960,2,1,4,31/01/1960,4,31/01/1960,4,0,,,471,220,,,471,4,25.1
353,Cameroon,Government of Cameroon,83,,UPC,564,,2,,1961,1,1,3,31/01/1960,4,31/01/1960,4,1,31/12/1961,,471,,,,471,4,25.1
353,Cameroon,Government of Cameroon,83,,Military faction (forces of Ibrahim Saleh),515,,2,,1984,1,1,3,31/01/1960,4,06/04/1984,1,1,09/04/1984,,471,,,,471,4,25.1
353,Cameroon,Government of Cameroon,83,Government of Chad,JAS,1051,,2,,2015,1,1,4,31/01/1960,4,12/01/2015,1,0,,,471,483,,,471,4,25.1
353,Cameroon,Government of Cameroon,83,,JAS,1051,,2,,2016,1,1,3,31/01/1960,4,12/01/2015,1,0,,,471,,,,471,4,25.1
353,Cameroon,Government of Cameroon,83,,JAS,1051,,2,,2017,1,1,3,31/01/1960,4,12/01/2015,1,1,03/12/2017,,471,,,,471,4,25.1
353,Cameroon,Government of Cameroon,83,,JAS,1051,,2,,2020,1,1,3,31/01/1960,4,29/09/2020,1,1,16/12/2020,,471,,,,471,4,25.1
353,Cameroon,Government of Cameroon,83,,JAS,1051,,2,,2022,1,1,3,31/01/1960,4,04/08/2022,1,0,,,471,,,,471,4,25.1
353,Cameroon,Government of Cameroon,83,,JAS,1051,,2,,2023,1,1,3,31/01/1960,4,04/08/2022,1,0,,,471,,,,471,4,25.1
353,Cameroon,Government of Cameroon,83,,JAS,1051,,2,,2024,1,1,3,31/01/1960,4,04/08/2022,1,0,,,471,,,,471,4,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1984,1,0,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1985,1,0,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1986,1,0,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1987,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1988,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1989,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1990,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1991,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1992,2,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1993,2,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1994,2,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1995,2,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1996,2,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1997,2,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1998,2,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,1999,2,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2000,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2001,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2002,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2003,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2004,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2005,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2006,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2007,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2008,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2009,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2010,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2011,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2012,1,1,3,01/05/1983,1,15/08/1984,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2013,1,1,3,01/05/1983,1,15/08/1984,1,1,12/03/2013,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2015,1,1,3,01/05/1983,1,30/07/2015,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2016,2,1,3,01/05/1983,1,30/07/2015,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2017,1,1,3,01/05/1983,1,30/07/2015,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2018,1,1,3,01/05/1983,1,30/07/2015,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2019,1,1,3,01/05/1983,1,30/07/2015,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2020,1,1,3,01/05/1983,1,30/07/2015,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2021,1,1,3,01/05/1983,1,30/07/2015,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2022,1,1,3,01/05/1983,1,30/07/2015,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2023,1,1,3,01/05/1983,1,30/07/2015,1,0,,,640,,,,640,2,25.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2024,1,1,3,01/05/1983,1,30/07/2015,1,0,,,640,,,,640,2,25.1
355,"Burkina Faso, Mali",Government of Burkina Faso,78,,Government of Mali,72,,1,Agacher Strip,1985,1,0,2,25/12/1985,1,26/12/1985,2,1,31/12/1985,,439,,432,,"432, 439",4,25.1
356,"Laos, Thailand",Government of Laos,149,,Government of Thailand,147,,1,Common Border,1986,1,0,2,16/06/1982,1,31/12/1986,5,0,,,812,,800,,"800, 812",3,25.1
356,"Laos, Thailand",Government of Laos,149,,Government of Thailand,147,,1,Common Border,1987,1,0,2,16/06/1982,1,31/12/1986,5,0,,,812,,800,,"800, 812",3,25.1
356,"Laos, Thailand",Government of Laos,149,,Government of Thailand,147,,1,Common Border,1988,1,0,2,16/06/1982,1,31/12/1986,5,1,17/02/1988,,812,,800,,"800, 812",3,25.1
357,Suriname,Government of Suriname,19,,SLA,760,,2,,1987,1,0,3,21/08/1986,1,12/10/1987,1,1,31/12/1987,,115,,,,115,5,25.1
358,Togo,Government of Togo,82,,MTD,516,,2,,1986,1,0,3,23/09/1986,2,23/09/1986,2,1,24/09/1986,,461,,,,461,4,25.1
358,Togo,Government of Togo,82,,JNIM,6716,,2,,2022,1,0,3,23/09/1986,2,10/07/2022,2,0,,,461,,,,461,4,25.1
358,Togo,Government of Togo,82,,JNIM,6716,,2,,2023,1,0,3,23/09/1986,2,10/07/2022,2,0,,,461,,,,461,4,25.1
358,Togo,Government of Togo,82,,JNIM,6716,,2,,2024,1,0,3,23/09/1986,2,10/07/2022,2,0,,,461,,,,461,4,25.1
359,South Yemen,Government of South Yemen,124,,YSP - AFI,324,,2,,1986,2,1,3,13/01/1986,1,13/01/1986,1,1,20/01/1986,,680,,,,680,2,25.1
360,Burkina Faso,Government of Burkina Faso,78,,Popular Front,517,,2,,1987,1,0,3,15/10/1987,1,15/10/1987,1,1,15/10/1987,,439,,,,439,4,25.1
360,Burkina Faso,Government of Burkina Faso,78,Government of Mali,JNIM,6716,,2,,2018,1,0,4,15/10/1987,1,22/05/2018,1,0,,,439,432,,,439,4,25.1
360,Burkina Faso,Government of Burkina Faso,78,Government of France,JNIM,6716,,2,,2019,1,0,4,15/10/1987,1,22/05/2018,1,0,,,439,220,,,439,4,25.1
360,Burkina Faso,Government of Burkina Faso,78,Government of France,JNIM,6716,,2,,2020,1,0,4,15/10/1987,1,22/05/2018,1,0,,,439,220,,,439,4,25.1
360,Burkina Faso,Government of Burkina Faso,78,"Government of Chad, Government of France, Government of Ghana, Government of Ivory Coast, Government of Niger, Government of Togo",JNIM,6716,,2,,2021,1,1,4,15/10/1987,1,22/05/2018,1,0,,,439,"220, 436, 437, 452, 461, 483",,,439,4,25.1
360,Burkina Faso,Government of Burkina Faso,78,"Government of France, Government of Niger, Government of Togo",JNIM,6716,,2,,2022,2,1,4,15/10/1987,1,22/05/2018,1,0,,,439,"220, 436, 461",,,439,4,25.1
360,Burkina Faso,Government of Burkina Faso,78,"Government of Mali, Government of Niger",JNIM,6716,,2,,2023,2,1,4,15/10/1987,1,22/05/2018,1,0,,,439,"432, 436",,,439,4,25.1
360,Burkina Faso,Government of Burkina Faso,78,Government of Niger,JNIM,6716,,2,,2024,2,1,4,15/10/1987,1,22/05/2018,1,0,,,439,436,,,439,4,25.1
361,"Chad, Libya",Government of Chad,87,,Government of Libya,111,,1,Aozou strip,1987,2,1,2,08/08/1987,1,08/08/1987,1,1,12/09/1987,,483,,620,,"483, 620",4,25.1
362,Comoros,Government of Comoros,107,,Presidential guard,518,,2,,1989,1,0,3,27/11/1989,2,29/11/1989,1,1,29/11/1989,,581,,,,581,4,25.1
363,Ethiopia,Government of Ethiopia,97,,ALF,519,,1,Afar,1975,1,0,3,30/06/1975,3,30/06/1975,3,0,,,530,,,,530,4,25.1
363,Ethiopia,Government of Ethiopia,97,,ALF,519,,1,Afar,1976,1,0,3,30/06/1975,3,30/06/1975,3,1,31/12/1976,,530,,,,530,4,25.1
363,Ethiopia,Government of Ethiopia,97,,ARDUF,520,,1,Afar,1996,1,0,3,30/06/1975,3,31/12/1996,5,1,31/12/1996,,530,,,,530,4,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,1990,1,0,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,1991,1,0,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,1992,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,1993,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,1994,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,1995,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,1996,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,1997,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,1998,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,1999,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2000,2,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2001,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2002,2,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2003,2,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2004,2,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2005,2,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2006,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2007,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2008,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2009,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2010,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2011,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2012,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2013,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2014,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2015,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2016,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2017,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2018,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2019,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2020,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2021,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2022,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2023,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2024,1,1,3,06/02/1984,1,12/02/1990,3,0,,,750,,,,750,3,25.1
365,India,Government of India,141,,ULFA,326,,1,Assam,1990,1,0,3,31/12/1983,5,30/11/1990,2,1,30/11/1990,,750,,,,750,3,25.1
365,India,Government of India,141,,ULFA,326,,1,Assam,1994,1,0,3,31/12/1983,5,31/12/1994,5,0,,,750,,,,750,3,25.1
365,India,Government of India,141,,ULFA,326,,1,Assam,1995,1,0,3,31/12/1983,5,31/12/1994,5,0,,,750,,,,750,3,25.1
365,India,Government of India,141,,ULFA,326,,1,Assam,1996,1,0,3,31/12/1983,5,31/12/1994,5,0,,,750,,,,750,3,25.1
365,India,Government of India,141,,ULFA,326,,1,Assam,1997,1,0,3,31/12/1983,5,31/12/1994,5,0,,,750,,,,750,3,25.1
365,India,Government of India,141,,ULFA,326,,1,Assam,1998,1,0,3,31/12/1983,5,31/12/1994,5,0,,,750,,,,750,3,25.1
365,India,Government of India,141,,ULFA,326,,1,Assam,1999,1,0,3,31/12/1983,5,31/12/1994,5,0,,,750,,,,750,3,25.1
